Key,Translation
BuffName.WeaponImbuePoison,Weapon Imbue: Poison
BuffName.WeaponImbueVenom,Weapon Imbue: Acid Venom
BuffName.Webbed,Webbed
BuffName.WellFed,Well Fed
BuffName.WellFed2,Plenty Satisfied
BuffName.WellFed3,Exquisitely Stuffed
BuffName.Werewolf,Werewolf
BuffName.Wet,Wet
BuffName.WindPushed,Mighty Wind
BuffName.Wisp,Wisp
BuffName.WitchBroom,Witch's Broom
BuffName.WitheredArmor,Withered Armor
BuffName.WitheredWeapon,Withered Weapon
BuffName.Wrath,Wrath
BuffName.ZephyrFish,Zephyr Fish
BunnyChatter.Chatter_1,*Rabbit noises*
BunnyChatter.Chatter_2,*Bunny noises*
BunnyNames_Angora.Babs,Babs
BunnyNames_Angora.BigB,Big B
BunnyNames_Angora.Breadbuns,Breadbuns
BunnyNames_Angora.Donald,Donald
BunnyNames_Angora.Fluffy,Fluffy
BunnyNames_Angora.Greg,Greg
BunnyNames_Angora.Loaf,Loaf
BunnyNames_Angora.Maximus,Maximus
BunnyNames_Angora.Muffin,Muffin
BunnyNames_Angora.Pom,Pom
BunnyNames_Dutch.Domino,Domino
BunnyNames_Dutch.Kaguya,Kaguya
BunnyNames_Dutch.Mono,Mono
BunnyNames_Dutch.Olaf,Olaf
BunnyNames_Dutch.Oreo,Oreo
BunnyNames_Dutch.Orin,Orin
BunnyNames_Dutch.Oz,Oz
BunnyNames_Dutch.Panda,Panda
BunnyNames_Dutch.Pow,Pow
BunnyNames_Dutch.Yang,Yang
BunnyNames_Dutch.Yin,Yin
BunnyNames_Flemish.Cinnabun,Cinnabun
BunnyNames_Flemish.Daisy,Daisy
BunnyNames_Flemish.Dusty,Dusty
BunnyNames_Flemish.Hazel,Hazel
BunnyNames_Flemish.Honeycomb,Honeycomb
BunnyNames_Flemish.Jazz,Jazz
BunnyNames_Flemish.Loki,Loki
BunnyNames_Flemish.Peter,Peter
BunnyNames_Flemish.Russell,Russell
BunnyNames_Flemish.Sunflower,Sunflower
BunnyNames_Flemish.Thumper,Thumper
BunnyNames_Flemish.Toby,Toby
BunnyNames_Lop.Boof,Boof
BunnyNames_Lop.Bunbun,Bunbun
BunnyNames_Lop.Caerbannog,Caerbannog
BunnyNames_Lop.Dandy,Dandy
BunnyNames_Lop.Flappie,Flappie
BunnyNames_Lop.Flops,Flops
BunnyNames_Lop.Lola,Lola
BunnyNames_Lop.Max,Max
BunnyNames_Lop.Mochi,Mochi
BunnyNames_Lop.Puff,Puff
BunnyNames_Lop.Tyler,Tyler
BunnyNames_Lop.Veidra,Veidra
BunnyNames_Lop.Youp,Youp
BunnyNames_Silver.Bugz,Bugz
BunnyNames_Silver.Bunnykins,Bunnykins
BunnyNames_Silver.Bunstar,Bunstar
BunnyNames_Silver.Buster,Buster
BunnyNames_Silver.Chrome,Chrome
BunnyNames_Silver.Crystal,Crystal
BunnyNames_Silver.Dustbunny,Dustbunny
BunnyNames_Silver.Dusty,Dusty
BunnyNames_Silver.Joshua,Joshua
BunnyNames_Silver.Lord,Lord
BunnyNames_Silver.Silvine,Silvine
BunnyNames_Silver.Vincent,Vincent
BunnyNames_Silver.Zach,Zach
BunnyNames_White.Alice,Alice
BunnyNames_White.Ben,Ben
BunnyNames_White.Bunnicula,Bunnicula
BunnyNames_White.Donnie,Donnie
BunnyNames_White.Inaba,Inaba
BunnyNames_White.Lilia,Lilia
BunnyNames_White.Lily,Lily
BunnyNames_White.Lisette,Lisette
BunnyNames_White.Presto,Presto
BunnyNames_White.Roger,Roger
BunnyNames_White.Shion,Shion
BunnyNames_White.Shirayuki,Shirayuki
BunnyNames_White.Skippy,Skippy
CatChatter.Chatter_1,Meow!
CatChatter.Chatter_2,Purr...
CatChatter.Chatter_3,Merrooow!
CatNames_Black.Arbus,Arbus
CatNames_Black.Bella,Bella
CatNames_Black.Damien,Damien
CatNames_Black.Ember,Ember
CatNames_Black.Figment,Figment
CatNames_Black.Gargoyle,Gargoyle
CatNames_Black.George,George
CatNames_Black.Jaspers,Jaspers
CatNames_Black.Jiji,Jiji
CatNames_Black.Lilith,Lilith
CatNames_Black.Luna,Luna
CatNames_Black.Magic,Magic
CatNames_Black.Max,Max
CatNames_Black.Misu,Misu
CatNames_Black.Morgan,Morgan
CatNames_Black.Night,Night
CatNames_Black.Odin,Odin
CatNames_Black.Rascal,Rascal
CatNames_Black.Salem,Salem
CatNames_Black.Snowball,Snowball
CatNames_Black.Tonic,Tonic
CatNames_Black.Violet,Violet
CatNames_OrangeTabby.Adol,Adol
CatNames_OrangeTabby.Bob,Bob
CatNames_OrangeTabby.Callie,Callie
CatNames_OrangeTabby.Caramel,Caramel
CatNames_OrangeTabby.Charlie,Charlie
CatNames_OrangeTabby.Critter,Critter
CatNames_OrangeTabby.Garfield,Garfield
CatNames_OrangeTabby.Hobbes,Hobbes
CatNames_OrangeTabby.Leo,Leo
CatNames_OrangeTabby.Linkle,Linkle
CatNames_OrangeTabby.Lux,Lux
CatNames_OrangeTabby.Rascal,Rascal
CatNames_OrangeTabby.Remy,Remy
CatNames_OrangeTabby.Sassy,Sassy
CatNames_OrangeTabby.Sunny,Sunny
CatNames_OrangeTabby.Tiger,Tiger
CatNames_OrangeTabby.Tigger,Tigger
CatNames_OrangeTabby.Tony,Tony
CatNames_RussianBlue.Alexi,Alexi
CatNames_RussianBlue.Bubbles,Bubbles
CatNames_RussianBlue.Cobalt,Cobalt
CatNames_RussianBlue.Jocelyn,Jocelyn
CatNames_RussianBlue.Lexi,Lexi
CatNames_RussianBlue.Light,Light
CatNames_RussianBlue.Lily,Lily
CatNames_RussianBlue.Lucy,Lucy
CatNames_RussianBlue.Momo,Momo
CatNames_RussianBlue.Pete,Pete
CatNames_RussianBlue.Prissy,Prissy
CatNames_RussianBlue.Rion,Rion
CatNames_RussianBlue.Ruby,Ruby
CatNames_RussianBlue.Starlight,Starlight
CatNames_RussianBlue.Tilly,Tilly
CatNames_RussianBlue.Valery,Valery
CatNames_Siamese.Bandit,Bandit
CatNames_Siamese.Callie,Callie
CatNames_Siamese.Cleo,Cleo
CatNames_Siamese.Goliath,Goliath
CatNames_Siamese.Iris,Iris
CatNames_Siamese.Nust,Nust
CatNames_Siamese.Rainha,Rainha
CatNames_Siamese.Sappho,Sappho
CatNames_Siamese.Sekhmet,Sekhmet
CatNames_Siamese.Socks,Socks
CatNames_Siamese.Valerie,Valerie
CatNames_Siamese.Zen,Zen
CatNames_Silver.Ange,Ange
CatNames_Silver.Blaze,Blaze
CatNames_Silver.By-Tor,By-Tor
CatNames_Silver.Cloud,Cloud
CatNames_Silver.Cutie,Cutie
CatNames_Silver.Freya,Freya
CatNames_Silver.Kanako,Kanako
CatNames_Silver.Kelly,Kelly
CatNames_Silver.Kiva,Kiva
CatNames_Silver.Merlin,Merlin
CatNames_Silver.Nana,Nana
CatNames_Silver.Polo,Polo
CatNames_Silver.Rebus,Rebus
CatNames_Silver.Renne,Renne
CatNames_Silver.Roo,Roo
CatNames_Silver.Sooty,Sooty
CatNames_Silver.Trudy,Trudy
CatNames_White.Angel,Angel
CatNames_White.Ater,Ater
CatNames_White.Belle,Belle
CatNames_White.Holly,Holly
CatNames_White.Ichibi,Ichibi
CatNames_White.Misty,Misty
CatNames_White.MrCat,Mr. Cat
CatNames_White.Reah,Reah
CatNames_White.Rory,Rory
CatNames_White.Sam,Sam
CatNames_White.Snowball,Snowball
CatNames_White.Snowdrop,Snowdrop
CatNames_White.Storm,Storm
CatNames_White.Vincent,Vincent
CatNames_White.Yuki,Yuki
ChatCommand.Emoji_0,/emoji
ChatCommand.Emoji_1,/e
ChatCommand.Emote,/me
ChatCommand.Help,/help
ChatCommand.Party,/p
ChatCommand.Playing_0,{$LegacyMultiplayer.6}
ChatCommand.Playing_1,{$LegacyMultiplayer.21}
ChatCommand.Roll,{$LegacyMultiplayer.8}
ChatCommand.RPS,/rps
ChatCommandDescription.Emoji,{$ChatCommand.Emoji_1}: Show your emoji
ChatCommandDescription.Emote,{$ChatCommand.Emote} message: Send the message in third-person perspective
ChatCommandDescription.Help,{$ChatCommand.Help}: Lists all the commands you can use
ChatCommandDescription.Party,{$ChatCommand.Party} message: Send the message to your party members
ChatCommandDescription.Playing,{$ChatCommand.Playing_0}: List the names of all players on the server
ChatCommandDescription.Roll,{$ChatCommand.Roll}: Roll a number from 1 to 100
ChatCommandDescription.RPS,"{$ChatCommand.RPS}: Randomly uses a Rock, Paper, or Scissors emote"
CLI.AutomaticPortForward,Automatically forward port? (y/n): 
CLI.AvailableCommands,Available commands:
CLI.Ban_Command,ban
CLI.Ban_Description,Bans a player from the server.
CLI.Ban_Example,ban <player>
CLI.Ban_Usage,Usage: ban <player>
CLI.BanMessage,Banned from server.
CLI.ChooseDifficulty,Choose difficulty: 
CLI.ChooseEvil,Choose world evil: 
CLI.ChooseSize,Choose size: 
CLI.ChooseWorld,Choose World: 
CLI.Clear_Command,clear
CLI.Clear_Description,Clear the console window.
CLI.ClientWasBooted,{0} was booted: {1}
CLI.Corrupt,Corrupt
CLI.Crimson,Crimson
CLI.Dawn_Command,dawn
CLI.Dawn_Description,Change time to dawn.
CLI.DeleteConfirmation,ต้องการลบ {0}?
CLI.DeleteWorld_Command,d
CLI.DeleteWorld_Description,ลบแมพ
CLI.DeleteWorld_Example,d <number>
CLI.DisplaySeed,World Seed: {0}
CLI.Dusk_Command,dusk
CLI.Dusk_Description,Change time to dusk.
CLI.EnterSeed,Enter Seed (Leave Blank For Random):
CLI.EnterServerPassword,Server password (press enter for none): 
CLI.EnterWorldName,Enter World Name :
CLI.Exit_Command,exit
CLI.Exit_Description,Shutdown the server and save.
CLI.ExitNoSave_Command,exit-nosave
CLI.ExitNoSave_Description,Shutdown the server without saving.
CLI.FPS_Command,fps
CLI.Help_Command,help
CLI.Help_Description,Displays a list of commands.
CLI.HelpHint,Type 'help' for a list of commands.
CLI.InvalidCommand,Invalid command.
CLI.Kick_Command,kick
CLI.Kick_Description,Kicks a player from the server.
CLI.Kick_Example,kick <player>
CLI.Kick_Usage,Usage: kick <player>
CLI.KickMessage,Kicked from server.
CLI.ListeningOnPort,Listening on port {0}
CLI.MaxPlayers_Command,maxplayers
CLI.MaxPlayers_Description,Print the max number of players.
CLI.Midnight_Command,midnight
CLI.Midnight_Description,Change time to midnight.
CLI.MOTD,MOTD: {0}
CLI.MOTD_Command,motd
CLI.MOTD_Description,Print MOTD.
CLI.NewWorld_Command,n
CLI.NewWorld_Description,New World
CLI.No,no
CLI.NoMOTD,Welcome to {0}!
CLI.Noon_Command,noon
CLI.Noon_Description,Change time to noon.
CLI.NoPassword,No password set.
CLI.NoPlayers,No players connected.
CLI.NoValidSeed,This world was generated in an older version that did not support seeds.
CLI.OnePlayerConnected,1 player connected.
CLI.Password,Password: {0}
CLI.Password_Command,password
CLI.Password_Description,Show password.
CLI.PasswordDisabled,Password disabled.
CLI.PasswordSet,Password: {0}
CLI.PlayerLimit,Player limit: {0}
CLI.PlayersConnected,{0} players connected.
CLI.Playing_Command,playing
CLI.Playing_Description,Shows the list of players.
CLI.Port,Port: {0}
CLI.Port_Command,port
CLI.Port_Description,Print the listening port.
CLI.Random,Random
CLI.Save_Command,save
CLI.Save_Description,Save the game world.
CLI.Say_Command,say
CLI.Say_Description,Send a message.
CLI.Say_Example,say <words>
CLI.Say_Usage,Usage: say <words>
CLI.Seed_Command,seed
CLI.Seed_Description,Displays the world seed.
CLI.SeedLengthTooLong,The seed entered is too long! (Max characters: {0})
CLI.Server,Terraria Server {0}
CLI.ServerIsFull,"This server is full right now, please try again later."
CLI.ServerMessage,<Server> {0}
CLI.ServerStarted,Server started
CLI.SetInitialMaxPlayers,Max players (press enter for 16): 
CLI.SetInitialPort,Server port (press enter for 7777): 
CLI.SetMOTD_Command,motd
CLI.SetMOTD_Description,Change MOTD.
CLI.SetMOTD_Example,motd <words>
CLI.SetPassword_Command,password
CLI.SetPassword_Description,Change password.
CLI.SetPassword_Example,password <pass>
CLI.Settle_Command,settle
CLI.Settle_Description,Settle all water.
CLI.ShortNo,n
CLI.ShortYes,y
CLI.Time,Time: {0}
CLI.Time_Command,time
CLI.Time_Description,Display game time.
CLI.Version_Command,version
CLI.Version_Description,Print version number.
CLI.WaterIsAlreadySettling,Water is already settling
CLI.WorldNameLengthTooLong,The world name entered is too long! (Max characters: {0})
CLI.Yes,yes
ClothierSpecialText.Graveyard1,ผมถูกสาป! พาผมไปโรงพยาบาลที!!
ClothierSpecialText.Graveyard2,"มันเป็นสุสานขนาดใหญ่ เราจะควรแบ่งส่วนมันออกไป! คนตายยังคงอยู่ในอีกส่วนหนึ่ง และเราก็จะอยู่ในส่วนพวกเรา!"
ClothierSpecialText.Party,แม่บอกเสมอว่า ต้องเอาอดีตไว้ข้างหลังก่อนถึงจะปาร์ตี้ได้
ClothierSpecialText.Rain1,ฝนตกไม่เป็นไร! จะมาหนักแค่ใหน! อย่างน้อยมันก็ไม่ได้มาจากใต้เท้าเรา!
ClothierSpecialText.Rain2,"เคยมีวันหนึ่งฝนเริ่มตกแบบนี้ และไม่หยุดเป็นเวลาสี่วัน!"
ClothierSpecialText.Storm1,"อย่าลืมหายใจต่อเพราะในที่สุดพายุลูกนี้กำลังจะผ่านพ้นไป!"
ClothierSpecialText.Storm2,"ไม่ใช่เพราะพายุ ที่ทุกคนไม่ได้ออกไปข้างนอก แต่มันเป็นเพราะสายฟ้าต่างหากที่ทำให้มันอันตราย"
ClothierSpecialText.Windy1,"บางครั้งผมเดาว่ามีกังหันลมไม่เพียงพอ ถึงต้องมีลมแรงๆแบบนี้"
ClothierSpecialText.Windy2,"ได้รับอากาศอย่างเต็มที่ อย่างแน่นอน วันนี้!"
CommonBestiaryFlavor.AngryBones,"Cursed with undeath, the former inhabitants of the Dungeon roam endlessly through its halls, seeking a victim for their unending fury."
CommonBestiaryFlavor.AntlionCharger,"The soldiers of the antlion species, Antlion Chargers ferociously chase after intruders with a surprising speed."
CommonBestiaryFlavor.AntlionSwarmer,"Antlion Swarmers patrol their nests with a watchful eye. Should anyone threaten their eggs, they will defend them fiercely."
CommonBestiaryFlavor.BlueArmoredBones,"Disciplined and relentless, the Marching Bones unceasingly pursue their goals, sundering anything, or anyone, in their way."
CommonBestiaryFlavor.CostumeDemonEye,"No one knows who dressed these demon eyes up in cute costumes, but the whole process hasn't made them any friendlier."
CommonBestiaryFlavor.CostumeSkeleton,"Skeletons need to wear very elaborate costumes during Halloween, or else people think they are dressing up as skeletons."
CommonBestiaryFlavor.CostumeZombie,Wearing costumes isn't fooling anyone; these zombies are clearly way too old to be trick or treating.
CommonBestiaryFlavor.DemonEye,"That suspicious feeling of being watched may very well come true in the dark of night, when Cthulhu's minions roam the skies."
CommonBestiaryFlavor.Diabolist,"The undead who bear the Diabolic Sigil wield flames as intense as any in the underworld, consuming all in a scorching inferno."
CommonBestiaryFlavor.Dragonfly,A swift-flying insect which hunts mosquitoes. Comes in a variety of colors. Fish are somewhat attracted to these.
CommonBestiaryFlavor.FungiBulb,"When the glowing fungus is ready to spread, these bulbs will sprout to spread its spores to other locations and hosts."
CommonBestiaryFlavor.GemBunny,"These colorful rabbits made their way so deep, their reaction to magicked gems resulted in a coveted sparkling appearance."
CommonBestiaryFlavor.GemSquirrel,Glistening squirrels who strayed too deep become ensorcelled with residual cursed energy retained in gemstones.
CommonBestiaryFlavor.GoldBaitCritter,"Rarely, critters are found coated entirely in gold! They are worth great coin to shopkeepers and fish absolutely love golden bait!"
CommonBestiaryFlavor.GoldCritter,"Rarely, critters are found coated entirely in gold! Shopkeepers will pay handsomely for these, or you can show them off in cages!"
CommonBestiaryFlavor.HellArmoredBones,"The fiery glow of the Molten Legion is unmistakable. With their red-hot armaments in hand, they blaze a trail through all those in their way."
CommonBestiaryFlavor.Hornet,Aggressive flying insects which swarm the jungle depths. Their venomous barbs discharge over great distances at high velocity.
CommonBestiaryFlavor.Jellyfish,That strange tingling sensation in the water may be the unwelcome surging of electrical death from a brainless jellyfish. Swim with care.
CommonBestiaryFlavor.Lamia,"By the time glowing red eyes appear in the darkness of the desert caves, it is already too late. The lamias have found their prey."
CommonBestiaryFlavor.LavaBat,"What's worse than a rabid, fast-flying, and annoying flying rodent? One that is on fire, of course!"
CommonBestiaryFlavor.Mimic,"Talking to a chest doesn't cause craziness, but if the chest answers back, it may cause death! It still contains rare treasure, regardless!"
CommonBestiaryFlavor.Mummy,"With the sands transmogrified by outside forces, those put to rest in the desert, whether good or evil, now rise to maim and kill."
CommonBestiaryFlavor.MushroomZombie,The fungus controlling the minds of these zombies wants only one thing: brains! This is very convenient for the zombie.
CommonBestiaryFlavor.Necromancer,"In life, these sorcerers bore the Necromantic Sign of their order, and they shall continue to do so forever . . . even in death."
CommonBestiaryFlavor.Penguin,"Penguins make their home in the coldest regions of the world, waddling around looking for tasty fish."
CommonBestiaryFlavor.Pigron,This elusive dragon-pig hybrid has excellent stealth capabilities despite its rotund figure. It is uncertain how they came to exist.
CommonBestiaryFlavor.RaggedCaster,"With their cursed magic, the members of the Ragged Brotherhood leave their victims helplessly lost in utter darkness."
CommonBestiaryFlavor.RibbonSlime,A perfectly gift wrapped bundle of slime. A wonderfully deadly present for any festive occasion.
CommonBestiaryFlavor.RustyArmoredBones,"Through use and neglect, the Rusted Company's weapons are jagged and rough, inflicting terrible bleeding wounds upon their foes."
CommonBestiaryFlavor.Sandshark,"In ancient times, a saltwater river once ran through the desert. These powerful creatures evolved to survive in the now dry sand."
CommonBestiaryFlavor.Scarecrow,"Possessed by vengeful spirits of the harvest, these scarecrows are out to cause mischief and mayhem galore."
CommonBestiaryFlavor.Skeleton,"Who needs muscles, skin, or even eyeballs? Skeletons get by with just the bones on their back, just as deadly as more fleshy foes."
